time,Kyiv_33345,Boryspil_33347,Chornobyl_33231,Fastiv_33339,Byla_Tzerkva_33464,Baryshivka_33354,Yagotyn_33356,Myronivka_33466
2021-07-10 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-07-12 18:00:00,0.0,1.0,0.0,6.0,5.0,1.0,0.7,2.0
2021-07-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2021-07-13 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16 18:00:00,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2021-07-17 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-17 18:00:00,4.0,0.0,0.1,10.0,0.1,25.0,0.3,0.0
2021-07-18 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18 18:00:00,0.0,0.6,0.0,2.0,0.0,0.0,0.0,0.0
2021-07-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20 18:00:00,6.0,2.0,0.0,27.0,25.0,0.0,0.0,15.0
2021-07-21 06:00:00,10.0,13.0,2.0,0.0,0.9,9.0,27.0,30.0
2021-07-21 18:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2021-07-22 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-24 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-24 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-25 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-25 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28 06:00:00,0.9,0.7,0.0,0.6,3.0,0.0,0.0,16.0
2021-07-28 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-29 06:00:00,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2021-07-29 18:00:00,0.0,0.0,7.0,0.4,0.0,2.0,0.0,5.0
2021-07-30 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8.0
2021-07-30 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-31 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-31 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01 18:00:00,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02 18:00:00,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0
2021-08-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-03 18:00:00,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2021-08-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-04 18:00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-05 06:00:00,0.0,0.9,5.0,2.0,0.4,2.0,2.0,4.0
2021-08-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-06 06:00:00,12.0,3.0,3.0,14.0,16.0,0.0,0.0,1.0
2021-08-06 18:00:00,0.8,1.0,0.3,2.0,4.0,2.0,4.0,4.0
2021-08-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-08 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
